Unnamed: 0,UserID,Name,Location,Total_Distance,Steps,Calories_Burned,Minutes,OverallActivity,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,WeightedMinutes,NormalizedWeightedMinutes,RawVO2,VO2_Max_Estimate,VO2_Max_Refined
46,8281369,Michael,VIC,5.409999847,8093,2284,250,252.7029998,0.129999995,1.129999995,4.150000095,0.0,2,25,223,1190,279,0.3086283185840708,1.2921606542221018,20.0,20.89874788306172
47,3299435,Mitchell,VIC,2.160000086,3520,2049,125,170.6300001,0.0,0.0,2.150000095,0.0,0,0,125,566,125,0.13827433628318583,0.5465094493815037,20.0,20.390904800244314
48,3658505,Joseph,NSW,4.75,6277,2175,264,251.777,0.0,0.0,4.730000019,0.02,0,0,264,800,264,0.2920353982300885,1.177781024466314,20.0,20.69707654293567
49,2271741,Sharon,SA,5.210000038,6885,2766,271,285.895,0.0,0.0,5.190000057,0.02,0,0,271,1169,271,0.2997787610619469,1.2497389153436556,20.0,20.76459646297787
50,4769315,Deborah,QLD,4.090000153,5995,2010,416,318.5850002,0.0,0.0,4.090000153,0.0,0,0,416,1024,416,0.46017699115044247,1.3719052314982947,20.0,20.665759737916098
51,2046797,Chelsea,QLD,11.30000019,14890,3060,297,327.6900002,4.929999828,0.379999995,5.96999979,0.0,58,8,231,1143,421,0.4657079646017699,2.2940139686768504,26.73233605852431,28.94252781238437
52,4047262,George,NSW,7.190000057,10119,2793,354,333.9590001,1.429999948,0.660000026,5.110000134,0.0,55,24,275,1086,488,0.5398230088495575,1.9701084905147304,22.957838513323647,24.247770870781224
53,1564685,Jessica,QLD,2.25999999,3414,1657,147,162.024,0.0,0.0,2.25999999,0.0,0,0,147,1293,147,0.16261061946902655,0.6062177813079173,20.0,20.37913323523696
54,3879190,Frank,NSW,6.059999943,9010,1468,240,208.4699999,1.049999952,1.75,3.25999999,0.0,15,42,183,644,312,0.34513274336283184,1.4462034452684016,20.0,21.000583025625367
55,6596411,Noah,VIC,8.779999733,12414,1638,307,256.5939997,2.24000001,2.450000048,3.960000038,0.0,19,67,221,738,412,0.4557522123893805,2.00037604042163,23.310548796184783,24.91735161000992
56,2007293,Veronica,ACT,3.369999886,4697,2496,122,193.8669999,0.469999999,0.930000007,1.929999948,0.0,12,35,75,1318,181,0.2002212389380531,0.8214289697813304,20.0,20.521613592826007
57,5774183,Danielle,QLD,7.320000172,9023,3033,255,295.4930002,1.129999995,0.419999987,5.769999981,0.0,14,9,232,738,292,0.3230088495575221,1.5376686360586873,20.0,21.002026708126266
58,4366612,Angela,VIC,5.079999924,8198,1736,383,291.5779999,0.0,0.0,5.079999924,0.0,0,0,383,511,383,0.42367256637168144,1.4670571239624675,20.0,20.910408395569004
59,9411855,Gabrielle,QLD,6.369999886,8757,3011,228,279.6769999,2.25,0.569999993,3.549999952,0.0,29,13,186,1212,299,0.3307522123893805,1.4515135394527332,20.0,20.972486743107805
60,6267180,Megan,WA,7.75,10645,1545,218,204.645,3.74000001,1.299999952,2.710000038,0.0,36,32,150,744,322,0.3561946902654867,1.6614779112457445,20.0,21.182153863238845
61,8807313,Kimberly,QLD,1.590000033,2483,2009,126,167.523,0.0,0.0,1.590000033,0.0,0,0,126,937,126,0.13938053097345132,0.4707600756726776,20.0,20.27574335767234
62,3704238,Jeremy,NSW,6.920000076,10465,2133,309,278.5350001,0.07,1.419999957,5.429999828,0.0,1,24,284,720,335,0.37057522123893805,1.6013683396199538,20.0,21.162164413226353
63,3630708,Antonio,NSW,4.03000021,5394,2286,164,205.7240002,0.0,0.0,3.940000057,0.0,0,0,164,1276,164,0.18141592920353983,0.8550475032345342,20.0,20.599017185374386
64,4494679,Leslie,NSW,5.789999962,8283,2057,357,295.423,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083,403,0.44579646017699115,1.6065993549994078,20.0,20.919847858074906
65,6517209,Joseph,NSW,1.789999962,2503,2280,96,166.293,0.159999996,0.159999996,1.480000019,0.0,3,9,84,1344,111,0.12278761061946902,0.46881746804371566,20.0,20.27796440767373
66,2767640,Jason,NSW,5.21999979,7891,2066,383,307.9109998,0.0,0.0,5.21999979,0.0,0,0,383,1057,383,0.42367256637168144,1.487135066995913,20.0,20.8763152780477
67,7723771,Sherri,SA,6.420000076,8596,4022,324,378.1160001,3.329999924,0.310000002,2.779999971,0.0,118,30,176,662,590,0.6526548672566371,2.0469597693626955,23.85339287382134,24.991924010962116
68,2285160,Nancy,WA,3.380000114,4940,1897,138,172.1700001,2.279999971,0.550000012,0.550000012,0.0,75,11,52,1302,299,0.3307522123893805,1.0573280075652296,20.0,20.548599350342872
69,7080526,Leonard,NSW,3.480000019,5267,1953,268,240.397,0.600000024,0.280000001,2.599999905,0.0,21,10,237,1172,320,0.35398230088495575,1.1098911720548594,20.0,20.584913517865573
70,6173036,Diana,QLD,5.139999866,6805,3294,269,311.1449999,1.809999943,0.400000006,2.930000067,0.0,63,16,190,773,411,0.45464601769911506,1.5286858637571308,20.0,20.75571226297232
71,2425472,Randall,VIC,7.429999828,9167,3064,291,315.2969998,0.49000001,0.819999993,6.110000134,0.0,6,15,270,730,318,0.35176991150442477,1.6166788122485714,20.0,21.01801826813626
72,1048984,Robin,SA,0.460000008,637,1922,20,107.197,0.0,0.0,0.460000008,0.0,0,0,20,1420,20,0.022123893805309734,0.10088107516989313,20.0,20.070740442544214
73,7556168,Stephen,VIC,3.50999999,5202,1780,234,214.712,0.0,0.389999986,3.109999895,0.0,0,11,223,1206,245,0.27101769911504425,0.9753318005600086,20.0,20.57769510536106
74,2504384,Joseph,NSW,2.369999886,3587,928,113,108.8569999,0.0,0.25,2.109999895,0.0,0,8,105,127,121,0.1338495575221239,0.563225919208788,20.0,20.398345317748966
75,7940119,Anna,VIC,16.30999947,18258,3427,299,355.4179995,10.22999954,0.029999999,5.96999979,0.050000001,61,2,236,1141,423,0.46792035398230086,2.7625677775311757,32.192432662478254,35.45609592659734
76,2737095,Jose,NSW,2.670000076,3673,2344,86,166.5430001,0.0,0.0,2.660000086,0.01,0,0,86,1354,86,0.09513274336283185,0.5039885236876427,20.0,20.407895832754935
77,5780450,Brenda,QLD,8.109999657,10686,2847,266,294.1459997,1.080000043,0.200000003,6.800000191,0.0,17,4,245,1174,304,0.336283185840708,1.6514407412386947,20.0,21.186707015741693
78,8469344,Rachael,SA,4.21999979,6497,1492,202,186.3169998,0.0,0.0,4.199999809,0.02,0,0,202,1238,202,0.2234513274336283,0.9710636203901023,20.0,20.72150809295094
79,3109818,Reginald,VIC,5.150000095,7795,2121,309,273.4950001,0.589999974,0.839999974,3.730000019,0.0,17,30,262,1131,373,0.41261061946902655,1.4577190159504319,20.0,20.865654238041035
80,3231785,Jeffrey,NSW,5.559999943,7439,3014,292,309.6989999,1.120000005,0.349999994,4.070000172,0.0,37,20,235,732,386,0.4269911504424779,1.540801989913591,20.0,20.826119548016322
81,4853339,Whitney,NT,0.519999981,772,1403,40,91.44199998,0.0,0.0,0.519999981,0.0,0,0,40,1400,40,0.04424778761061947,0.15168667943103692,20.0,20.085732530053583
82,1996107,William,VIC,4.880000114,7114,1407,213,188.8440001,1.370000005,0.289999992,3.220000029,0.0,15,8,190,804,251,0.2776548672566372,1.1640256800711246,20.0,20.790027485493766
83,8130144,Christopher,NSW,4.639999866,6798,2014,370,297.1379999,1.080000043,0.200000003,3.349999905,0.0,20,7,343,1070,417,0.461283185840708,1.462994846364449,20.0,20.754934895471834
84,5545583,Brandon,NSW,5.440000057,6708,2812,197,251.2480001,0.879999995,0.370000005,4.190000057,0.0,10,8,179,757,225,0.2488938053097345,1.1636074574666073,20.0,20.74494017046559
85,4747389,Daniel,NSW,9.710000038,11835,2179,294,277.495,3.99000001,2.099999905,3.50999999,0.109999999,53,27,214,708,427,0.4723451327433628,2.141604832103058,24.956299681714405,26.596310824350734
86,5142807,Courtney,QLD,2.619999886,3843,1669,206,192.9129999,0.0,0.0,2.609999895,0.01,0,0,206,1234,206,0.22787610619469026,0.772680640531528,20.0,20.426774757766736
87,8988004,Laura,WA,3.130000114,4369,2704,177,231.1990001,0.0,0.0,3.099999905,0.01,0,0,177,855,177,0.19579646017699115,0.7828428595029648,20.0,20.485188372803243
88,7245035,Robert,VIC,3.910000086,5153,2018,241,230.4630001,0.0,0.0,3.890000105,0.0,0,0,241,759,241,0.2665929203539823,1.0209693146765293,20.0,20.57225353285766
89,4602279,Bryan,NSW,4.199999809,6227,1899,290,250.3769998,0.0,0.0,4.199999809,0.0,0,0,290,1150,290,0.32079646017699115,1.160751942264685,20.0,20.691523917932205
90,6515989,Patrick,VIC,1.960000038,2923,2070,180,198.383,0.0,0.0,1.960000038,0.0,0,0,180,897,180,0.19911504424778761,0.6247123292300508,20.0,20.324606457702878
91,3121690,Wendy,NT,3.319999933,5029,1705,199,193.0989999,0.0,0.0,3.319999933,0.0,0,0,199,720,199,0.22013274336283187,0.854892211460432,20.0,20.558483022849053
92,1491234,Allison,VIC,5.409999847,7913,1835,248,229.0729998,2.160000086,0.340000004,2.910000086,0.0,28,7,213,1192,311,0.3440265486725664,1.364252020589496,20.0,20.87875843304922
93,6401218,Tasha,ACT,12.65999985,17076,3133,303,337.8859999,9.079999924,0.230000004,3.349999905,0.0,102,6,195,1137,513,0.5674778761061947,2.6803488255043866,31.234328358855585,34.19586194421785
94,7914550,Michelle,WA,0.779999971,1219,1963,84,142.149,0.0,0.0,0.779999971,0.0,0,0,84,853,84,0.09292035398230089,0.2692171491779534,20.0,20.135372997584607
95,7167294,Alexander,NSW,5.079999924,7451,1908,335,275.4309999,0.0,0.0,5.059999943,0.02,0,0,335,1105,335,0.37057522123893805,1.3720503255092682,20.0,20.827452178017158
96,7906726,Jennifer,QLD,5.119999886,7618,2004,412,318.9379999,0.0,0.219999999,4.880000114,0.02,0,8,404,1028,420,0.4646017699115044,1.542323250483601,20.0,20.84599794552875
97,6888794,Erin,QLD,2.039999962,3134,1359,112,129.124,0.0,0.0,2.039999962,0.0,0,0,112,1328,112,0.12389380530973451,0.5027358731221533,20.0,20.348038535217526
98,8558158,Amanda,VIC,6.710000038,10145,2027,313,274.705,0.330000013,0.680000007,5.690000057,0.0,5,13,295,634,336,0.37168141592920356,1.5792347244817186,20.0,21.126627613204143
99,7510425,Joseph,NSW,7.28000021,9461,2929,261,293.6910002,0.939999998,1.059999943,5.269999981,0.0,14,23,224,673,312,0.34513274336283184,1.5851077074316722,20.0,21.050667703156666
100,9511017,Danielle,QLD,4.71999979,6238,2796,302,301.7579998,0.0,0.0,4.71999979,0.0,0,0,302,1138,302,0.334070796460177,1.2557125822166346,20.0,20.692745495432966
101,8887739,Daniel,NSW,7.539999962,12167,1926,475,353.507,0.0,0.0,7.539999962,0.0,0,0,475,479,475,0.5254424778761062,1.9904361992334811,23.194718998006515,24.761726111189805
102,1769598,Ryan,VIC,6.400000095,9634,2117,330,286.8840001,0.550000012,1.139999986,4.710000038,0.0,7,19,304,1110,363,0.40154867256637167,1.6030943648369247,20.0,21.069879785668675
103,6292895,Shawn,VIC,10.13000011,13175,3425,340,364.5550001,2.109999895,2.089999914,5.929999828,0.0,33,45,262,1100,451,0.49889380530973454,2.248064568171014,26.19688386303562,28.11333876125875
104,8971379,Stephanie,TAS,11.11999989,15300,3493,305,353.5699999,4.099999905,1.879999995,5.090000153,0.0,51,42,212,1135,449,0.49668141592920356,2.3501270796486278,27.386226819552245,29.712828170723295
105,4331068,Nancy,WA,3.039999962,4562,1813,141,168.752,1.179999948,0.49000001,1.370000005,0.0,19,14,108,1299,193,0.21349557522123894,0.8056218347089003,20.0,20.50662150531664
106,4256415,Jose,NSW,6.820000172,10320,2034,324,280.8400002,0.550000012,2.019999981,4.25,0.0,7,38,279,697,376,0.415929203539823,1.6842319435521391,20.0,21.14606180071629
107,1874371,Vincent,VIC,3.529999971,5273,2098,202,214.703,0.0,0.0,3.529999971,0.0,0,0,202,1238,202,0.2234513274336283,0.888134662852779,20.0,20.58557983286599
108,6654237,Guy,NSW,7.070000172,10387,2781,235,274.0070002,4.159999847,0.769999981,2.119999886,0.0,70,33,132,726,408,0.45132743362831856,1.7863048545476583,20.81595941731951,22.016522289513063
109,1973548,Rita,SA,1.5,2424,1356,141,142.224,0.0,0.0,1.5,0.0,0,0,141,785,141,0.15597345132743362,0.48369430117704554,20.0,20.269191260168245
110,4344014,Monica,WA,9.489999771,13658,2530,389,344.1479998,2.630000114,1.409999967,5.449999809,0.0,27,34,328,957,477,0.5276548672566371,2.2377320146596023,26.07647775540888,28.054059216212202
111,8064746,Kenneth,NSW,6.25,9451,2185,379,314.451,0.02,0.270000011,5.949999809,0.0,1,11,367,985,392,0.4336283185840708,1.6462615196712953,20.0,21.049557178155975
112,7216204,Danielle,QLD,8.380000114,12461,2924,273,303.5410001,3.819999933,1.429999948,3.119999886,0.0,84,35,154,834,476,0.5265486725663717,2.100589901940106,24.47834928058178,26.172037114143677
113,6193542,Chelsea,QLD,7.130000114,8793,3061,291,314.4730001,0.159999996,1.230000019,5.730000019,0.0,2,29,260,717,324,0.3584070796460177,1.5985751526701875,20.0,20.976484633110303
114,3959034,Eric,NSW,9.729999542,12474,3142,211,284.8039995,6.599999905,0.270000011,2.869999886,0.0,77,5,129,1229,370,0.4092920353982301,1.9955979848078187,23.25486971570891,24.86558208881062
115,5574293,Kathryn,QLD,4.900000095,6175,2982,182,251.1750001,0.25,0.360000014,4.269999981,0.0,3,7,172,767,195,0.2157079646017699,1.0280899994849328,20.0,20.685749187928593
116,7706971,Amber,VIC,3.680000067,5933,1595,288,233.3630001,0.0,0.0,3.680000067,0.0,0,0,288,1018,288,0.3185840707964602,1.0827693207124527,20.0,20.6588744829118
117,1043585,Kimberly,QLD,14.30000019,20067,3180,479,432.8670002,4.309999943,2.049999952,7.949999809,0.0,55,42,382,961,631,0.6980088495575221,3.159355421805886,36.816232166515164,40.91846338273693
118,1109556,Aaron,NSW,2.670000076,4014,1763,184,186.8340001,0.0,0.0,2.650000095,0.0,0,0,184,218,184,0.20353982300884957,0.7371915238950153,20.0,20.4457647352786
119,2575557,Mario,VIC,6.119999886,9123,2734,256,279.9429999,2.029999971,0.330000013,3.660000086,0.0,35,32,189,787,358,0.39601769911504425,1.5568006530824854,20.0,21.013131958133208
120,9306461,Andrew,NSW,6.260000229,9471,2187,360,305.0810002,0.0,0.0,6.260000229,0.0,0,0,360,584,360,0.39823008849557523,1.5788984910933923,20.0,21.051778228157364
121,3009021,Sarah,SA,5.920000076,7924,3544,298,340.0440001,2.839999914,0.610000014,2.470000029,0.0,97,36,165,739,528,0.584070796460177,1.8594889511458863,21.66877979728073,22.622184451011552
122,2201482,Natasha,WA,1.870000005,2824,1651,120,147.244,0.0,0.0,1.870000005,0.0,0,0,120,1320,120,0.13274336283185842,0.498226945436808,20.0,20.31361226019601
123,1542335,Marie,WA,5.190000057,7726,1906,345,280.7160001,0.0,0.0,5.190000057,0.0,0,0,345,1095,345,0.38163716814159293,1.4073723474646593,20.0,20.857991615536243
124,5270070,Kyle,NSW,0.090000004,144,1720,9,90.734,0.0,0.0,0.090000004,0.0,0,0,9,1431,9,0.00995575221238938,0.029933555400888365,20.0,20.015991560009994
125,7700379,Brian,NSW,3.730000019,6017,1576,260,218.547,0.0,0.0,3.730000019,0.0,0,0,260,821,260,0.28761061946902655,1.0357546119057692,20.0,20.668202892917627
126,4560920,Natalie,WA,4.900000095,7286,2241,412,330.2360001,0.460000008,0.0,4.420000076,0.02,46,0,366,1028,504,0.5575221238938053,1.652833464098621,20.0,20.809128515505705
127,7860006,Stacey,SA,1.419999957,1982,3051,141,226.452,0.449999988,0.370000005,0.589999974,0.0,65,21,55,1222,292,0.3230088495575221,0.6772536839931554,20.0,20.220106055137567
128,3484413,Christopher,NSW,3.519999981,4512,2596,129,202.332,0.779999971,0.119999997,2.039999962,0.0,10,2,117,1311,151,0.1670353982300885,0.7667884966509598,20.0,20.50106888031317
129,3907360,Todd,VIC,9.239999771,12363,4501,415,454.1529998,5.829999924,0.790000021,2.609999895,0.0,207,45,163,621,874,0.9668141592920354,2.9888731338847365,34.829587850062765,37.220538151794216
130,6895544,Chad,NSW,5.960000038,8911,1481,233,205.421,2.329999924,0.579999983,3.059999943,0.0,33,12,188,731,311,0.3440265486725664,1.4319211721185998,20.0,20.989588828118496
131,6697469,Kathleen,QLD,2.599999905,3761,2638,192,234.2609999,0.0,0.0,2.599999905,0.0,0,0,192,1058,192,0.21238938053097345,0.74310993076633,20.0,20.417668452761042
132,3235000,Katie,QLD,17.62000084,19377,3659,321,380.4470008,12.28999996,0.419999987,4.889999866,0.0,82,13,226,1119,498,0.5508849557522124,3.1155406245300905,36.30565468045554,40.21189677903233
133,7908531,David,NSW,3.579999924,5250,1946,321,266.6299999,1.059999943,0.090000004,2.420000076,0.01,17,4,300,1119,359,0.3971238938053097,1.1923520913059167,20.0,20.583025625364392
134,5322252,Thomas,VIC,3.50999999,5232,2246,240,241.042,0.0,0.0,3.50999999,0.0,0,0,240,741,240,0.26548672566371684,0.9653281330328972,20.0,20.58102668036314
135,6822184,Andrea,VIC,2.450000048,3135,2443,134,194.735,0.0,0.0,2.430000067,0.0,0,0,134,1306,134,0.14823008849557523,0.6026306695889312,20.0,20.348149587717593
136,1402690,Joseph,NSW,6.210000038,9259,2314,398,330.169,0.0,0.280000001,5.929999828,0.0,0,8,390,544,406,0.4491150442477876,1.6700312697207598,20.0,21.028235098142645
137,3548421,Monique,WA,4.949999809,6108,2784,225,262.7579998,0.07,0.349999994,4.539999962,0.0,1,8,216,765,235,0.25995575221238937,1.1343636647035988,20.0,20.67830867042394
138,2954109,Rodney,VIC,7.960000038,9810,3069,286,314.22,0.779999971,2.160000086,4.980000019,0.0,10,41,235,784,347,0.3838495575221239,1.7479824062222107,20.369384731546265,21.478930605759704
139,5422880,Jason,NSW,4.329999924,6440,1826,319,261.5699999,0.0,0.0,4.320000172,0.01,0,0,319,1121,319,0.3528761061946903,1.2361041675378435,20.0,20.715178100446984
140,8205547,Amber,VIC,11.11999989,17022,2324,358,323.3419999,4.0,2.450000048,4.670000076,0.0,61,41,256,693,521,0.5763274336283186,2.5315530803344584,29.500399133369957,32.28868195103965
141,9323735,Jessica,QLD,7.78000021,10122,2955,0,165.6520002,0.0,0.0,0.0,0.0,0,0,0,1440,0,0.0,0.0,20.0,21.124073405702546
142,7457294,James,NSW,6.840000153,9405,3108,283,313.1450002,0.200000003,2.319999933,4.309999943,0.0,3,53,227,1157,342,0.37831858407079644,1.6086327029272378,20.0,21.04444876315278
